HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers
HGNC:19104	NPHP4	nephrocystin 4	Approved		SLSN4, KIAA0673, POC10	1p36.31	AB014573
HGNC:7908	NPHS1	NPHS1 adhesion molecule, nephrin	Approved		CNF, NPHN	19q13.12	
HGNC:13394	NPHS2	NPHS2 stomatin family member, podocin	Approved		SRN1, PDCN	1q25.2	AJ279254
HGNC:7909	NPIPA1	nuclear pore complex interacting protein family member A1	Approved	NPIP	morpheus	16p13.11	AC002045
HGNC:41979	NPIPA2	nuclear pore complex interacting protein family member A2	Approved			16p13.11	
HGNC:41978	NPIPA3	nuclear pore complex interacting protein family member A3	Approved			16p13.11	
HGNC:41980	NPIPA5	nuclear pore complex interacting protein family member A5	Approved			16p13.11	
HGNC:41982	NPIPA7	nuclear pore complex interacting protein family member A7	Approved			16p13.11	
HGNC:41983	NPIPA8	nuclear pore complex interacting protein family member A8	Approved		LCR16a9	16p12.3	
HGNC:41984	NPIPA9	nuclear pore complex interacting protein family, member A9	Approved			16p12.3	
HGNC:37451	NPIPB2	nuclear pore complex interacting protein family member B2	Approved			16p13.13	
HGNC:28989	NPIPB3	nuclear pore complex interacting protein family member B3	Approved	NPIPL3	KIAA0220	16p12.2	
HGNC:41985	NPIPB4	nuclear pore complex interacting protein family member B4	Approved			16p12.2	
HGNC:37233	NPIPB5	nuclear pore complex interacting protein family member B5	Approved			16p12.2	
HGNC:37454	NPIPB6	nuclear pore complex interacting protein family member B6	Approved			16p12.1	
HGNC:33832	NPIPB7	nuclear pore complex interacting protein family member B7	Approved	NPIPL1	LOC440350	16p12.1	BC156858, AC002425
HGNC:37490	NPIPB8	nuclear pore complex interacting protein family member B8	Approved			16p11.2	
HGNC:41987	NPIPB9	nuclear pore complex interacting protein family member B9	Approved			16p11.2	
HGNC:37453	NPIPB11	nuclear pore complex interacting protein family member B11	Approved			16p11.2	
HGNC:37491	NPIPB12	nuclear pore complex interacting protein family member B12	Approved			16p11.2	
HGNC:41989	NPIPB13	nuclear pore complex interacting protein family, member B13	Approved			16p11.2	
HGNC:34409	NPIPB15	nuclear pore complex interacting protein family member B15	Approved	NPIPL2	LOC440348	16q23.1	BC160029
HGNC:16781	NPL	N-acetylneuraminate pyruvate lyase	Approved	C1orf13	NPL1, DHDPS1	1q25.3	AF338436
HGNC:18261	NPLOC4	NPL4 homolog, ubiquitin recognition factor	Approved		NPL4, FLJ20657, KIAA1499	17q25.3	AB040932
HGNC:7910	NPM1	nucleophosmin 1	Approved		B23, NPM	5q35.1	M26697
HGNC:7930	NPM2	nucleophosmin/nucleoplasmin 2	Approved			8p21.3	AY262113
HGNC:7931	NPM3	nucleophosmin/nucleoplasmin 3	Approved			10q24.32	AY049737
HGNC:27405	NPNT	nephronectin	Approved		EGFL6L, POEM	4q24	
HGNC:7939	NPPA	natriuretic peptide A	Approved	ANP, PND		1p36.22	BC005893
HGNC:7940	NPPB	natriuretic peptide B	Approved			1p36.22	BC025785
HGNC:7941	NPPC	natriuretic peptide C	Approved		CNP	2q37.1	
HGNC:7943	NPR1	natriuretic peptide receptor 1	Approved	ANPRA, NPRA	GUCY2A, ANPa	1q21.3	BC063304
HGNC:7944	NPR2	natriuretic peptide receptor 2	Approved	ANPRB, NPRB, AMDM	GUCY2B, ANPb, GC-B	9p13.3	AJ005282
HGNC:7945	NPR3	natriuretic peptide receptor 3	Approved	NPRC, ANPRC, C5orf23	GUCY2B, FLJ14054	5p13.3	
HGNC:24969	NPRL2	NPR2 like, GATOR1 complex subunit	Approved	TUSC4	NPR2L, NPR2	3p21.31	AF040708
HGNC:14124	NPRL3	NPR3 like, GATOR1 complex subunit	Approved	C16orf35	CGTHBA, RMD11, NPR3, MARE, HS-40	16p13.3	
HGNC:33940	NPS	neuropeptide S	Approved			10q26.2	BC148465
HGNC:23631	NPSR1	neuropeptide S receptor 1	Approved	GPR154	PGR14, GPRA	7p14.3	AY255536
HGNC:17867	NPTN	neuroplastin	Approved	SDFR1	SDR1, GP55, GP65, np65, np55	15q24.1	AF035287
HGNC:7952	NPTX1	neuronal pentraxin 1	Approved			17q25.3	U61849
HGNC:7953	NPTX2	neuronal pentraxin 2	Approved			7q22.1	
HGNC:7954	NPTXR	neuronal pentraxin receptor	Approved			22q13.1	AF052163
HGNC:13782	NPVF	neuropeptide VF precursor	Approved	C7orf9	RFRP	7p15.3	AB040290
HGNC:30509	NPW	neuropeptide W	Approved		PPL8	16p13.3	AB084276
HGNC:7955	NPY	neuropeptide Y	Approved		PYY4	7p15.3	K01911
HGNC:7956	NPY1R	neuropeptide Y receptor Y1	Approved	NPYR		4q32.2	
HGNC:7957	NPY2R	neuropeptide Y receptor Y2	Approved			4q32.1	U42766
HGNC:9329	NPY4R	neuropeptide Y receptor Y4	Approved	PPYR1	Y4, PP1	10q11.22	
HGNC:52383	NPY4R2	neuropeptide Y receptor Y4-2	Approved		CH17-360D5.1	10q11.22	
HGNC:7958	NPY5R	neuropeptide Y receptor Y5	Approved		NPYR5	4q32.2	BC042416
HGNC:2874	NQO1	NAD(P)H quinone dehydrogenase 1	Approved	NMOR1, DIA4	DHQU, QR1, DTD	16q22.1	M81600
HGNC:7856	NQO2	N-ribosyldihydronicotinamide:quinone reductase 2	Approved	NMOR2	QR2, DHQV, DIA6	6p25.2	U07736
HGNC:7962	NR1D1	nuclear receptor subfamily 1 group D member 1	Approved	THRAL	ear-1, hRev, Rev-ErbAalpha, THRA1, REVERBA, REVERBalpha	17q21.1	X72631
HGNC:7963	NR1D2	nuclear receptor subfamily 1 group D member 2	Approved		BD73, RVR, EAR-1r, HZF2, Hs.37288, REVERBB, REVERBbeta	3p24.2	BC045613
HGNC:7965	NR1H2	nuclear receptor subfamily 1 group H member 2	Approved	UNR	NER, NER-I, RIP15, LXR-b, LXRb	19q13.3	U14534
HGNC:7966	NR1H3	nuclear receptor subfamily 1 group H member 3	Approved		LXR-a, RLD-1, LXRa	11p11.2	U22662
HGNC:7967	NR1H4	nuclear receptor subfamily 1 group H member 4	Approved		FXR, RIP14, HRR1, HRR-1	12q23.1	U68233
HGNC:7968	NR1I2	nuclear receptor subfamily 1 group I member 2	Approved		ONR1, PXR, BXR, SXR, PAR2	3q13.33	AF061056
HGNC:7969	NR1I3	nuclear receptor subfamily 1 group I member 3	Approved		MB67, CAR1, CAR	1q23.3	Z30425
HGNC:7971	NR2C1	nuclear receptor subfamily 2 group C member 1	Approved	TR2	TR2-11	12q22	M29960
HGNC:7972	NR2C2	nuclear receptor subfamily 2 group C member 2	Approved	TR4	TAK1, TR2R1, hTAK1	3p25.1	L27586
HGNC:30763	NR2C2AP	nuclear receptor 2C2 associated protein	Approved		TRA16	19p13.11	AY101377
HGNC:7973	NR2E1	nuclear receptor subfamily 2 group E member 1	Approved	TLX	TLL, XTLL	6q21	Y13276
HGNC:7974	NR2E3	nuclear receptor subfamily 2 group E member 3	Approved		PNR, rd7, RP37	15q23	
HGNC:7975	NR2F1	nuclear receptor subfamily 2 group F member 1	Approved	ERBAL3, TFCOUP1	EAR-3, COUP-TFI, TCFCOUP1, SVP44, COUPTF1	5q15	BC004154
HGNC:7976	NR2F2	nuclear receptor subfamily 2 group F member 2	Approved	ARP1, TFCOUP2	COUP-TFII, COUPTFB, SVP40, NF-E3, COUPTF2	15q26.2	M64497
HGNC:7977	NR2F6	nuclear receptor subfamily 2 group F member 6	Approved	ERBAL2	EAR-2, EAR2	19p13.11	X12794
HGNC:7978	NR3C1	nuclear receptor subfamily 3 group C member 1	Approved	GRL	GR	5q31.3	X03225
HGNC:7979	NR3C2	nuclear receptor subfamily 3 group C member 2	Approved	MLR	MR	4q31	M16801
HGNC:7980	NR4A1	nuclear receptor subfamily 4 group A member 1	Approved	HMR, GFRP1	TR3, N10, NAK-1, NGFIB, NUR77	12q13.13	L13740
HGNC:7981	NR4A2	nuclear receptor subfamily 4 group A member 2	Approved	NURR1	TINUR, NOT, RNR1, HZF-3	2q22-q23	X75918
HGNC:7982	NR4A3	nuclear receptor subfamily 4 group A member 3	Approved		CSMF, CHN, NOR1, MINOR	9q22	U12767
HGNC:7983	NR5A1	nuclear receptor subfamily 5 group A member 1	Approved	FTZF1	FTZ1, SF-1, ELP, AD4BP, hSF-1, SF1	9q33.3	D88155
HGNC:7984	NR5A2	nuclear receptor subfamily 5 group A member 2	Approved	FTF	FTZ-F1beta, hB1F, LRH-1, FTZ-F1, hB1F-2, B1F2, LRH1	1q32.1	U93553
HGNC:7985	NR6A1	nuclear receptor subfamily 6 group A member 1	Approved	GCNF	GCNF1, RTR, CT150	9q33.3	U64876
HGNC:7988	NRAP	nebulin related anchoring protein	Approved			10q25.3	
HGNC:33843	NRARP	NOTCH regulated ankyrin repeat protein	Approved		MGC61598	9q34.3	
HGNC:7989	NRAS	NRAS proto-oncogene, GTPase	Approved		N-ras	1p13.2	BC005219
HGNC:7960	NR0B1	nuclear receptor subfamily 0 group B member 1	Approved	AHC, DSS	DAX1, AHCH	Xp21.2	S74720
HGNC:7961	NR0B2	nuclear receptor subfamily 0 group B member 2	Approved		SHP	1p36.11	AF044316
HGNC:19692	NRBF2	nuclear receptor binding factor 2	Approved		DKFZp564C1664, FLJ30395, COPR1, COPR2	10q21.3	D82519
HGNC:7993	NRBP1	nuclear receptor binding protein 1	Approved	NRBP	BCON3, MUDPNP, MADM	2p23.3	AF113249
HGNC:19339	NRBP2	nuclear receptor binding protein 2	Approved		DKFZp434P086	8q24.3	BC037396
HGNC:7994	NRCAM	neuronal cell adhesion molecule	Approved		KIAA0343, Bravo	7q31.1	
HGNC:7995	NRDC	nardilysin convertase	Approved	NRD1	hNRD1, hNRD2	1p32.3	X93207
HGNC:20186	NRDE2	NRDE-2, necessary for RNA interference, domain containing	Approved	C14orf102	FLJ14051	14q32.11	AK000870
HGNC:16834	NREP	neuronal regeneration related protein	Approved	C5orf13	P311, D4S114, PRO1873, PTZ17, SEZ17	5q22.1	AF119859
HGNC:7996	NRF1	nuclear respiratory factor 1	Approved		EWG, ALPHA-PAL	7q32.2	L22454
HGNC:7997	NRG1	neuregulin 1	Approved	HGL, NRG1-IT2	HRG, NDF, GGF	8p12	L12261
HGNC:7998	NRG2	neuregulin 2	Approved		Don-1, NTAK, HRG2	5q31.2	
HGNC:7999	NRG3	neuregulin 3	Approved			10q23.1	AK098823
HGNC:29862	NRG4	neuregulin 4	Approved		HRG4	15q24.2	BC017568
HGNC:8000	NRGN	neurogranin	Approved		RC3	11q24.2	X99075, X99076
HGNC:8001	NRIP1	nuclear receptor interacting protein 1	Approved		RIP140	21q11.2-q21.1	X84373
HGNC:23078	NRIP2	nuclear receptor interacting protein 2	Approved		DKFZP761G1913	12p13.33	AK054740
HGNC:1167	NRIP3	nuclear receptor interacting protein 3	Approved	C11orf14		11p15.4	AJ400877
HGNC:25391	NRK	Nik related kinase	Approved		DKFZp686A17109	Xq22.3	BX538345
HGNC:8002	NRL	neural retina leucine zipper	Approved		D14S46E, RP27, NRL-MAF	14q11.2-q12	
HGNC:8003	NRM	nurim	Approved		NRM29	6p21.33	AF143676
HGNC:17972	NRN1	neuritin 1	Approved		NRN	6p25.1	AF136631
HGNC:29811	NRN1L	neuritin 1 like	Approved		UNQ2446, MRCC2446	16q22.1	AY358782
HGNC:8004	NRP1	neuropilin 1	Approved		NRP, VEGF165R, CD304	10p11.22	AF016050
HGNC:8005	NRP2	neuropilin 2	Approved		VEGF165R2	2q33.3	AF016098
HGNC:24613	NRROS	negative regulator of reactive oxygen species	Approved	LRRC33	UNQ3030, ELLP3030, MGC50789, GARPL1	3q29	AY358322
HGNC:17881	NRSN1	neurensin 1	Approved	VMP	p24	6p22.3	AF418980
HGNC:16229	NRSN2	neurensin 2	Approved	C20orf98	dJ1103G7.6	20p13	AL136915
HGNC:8007	NRTN	neurturin	Approved		NTN	19p13.3	U78110
HGNC:8008	NRXN1	neurexin 1	Approved		KIAA0578, Hs.22998	2p16.3	AB011150
HGNC:8009	NRXN2	neurexin 2	Approved			11q13.1	
HGNC:8010	NRXN3	neurexin 3	Approved	C14orf60	KIAA0743	14q24.3-q31.1	AB018286
HGNC:30728	NSA2	NSA2 ribosome biogenesis factor	Approved		HUSSY-29, HCLG1, FLJ94393, TINP1	5q13.3	AF077615
HGNC:14234	NSD1	nuclear receptor binding SET domain protein 1	Approved	STO	ARA267, FLJ22263, KMT3B	5q35.3	AK026066
HGNC:12766	NSD2	nuclear receptor binding SET domain protein 2	Approved	WHSC1	MMSET, KMT3G	4p16.3	AF083386
HGNC:12767	NSD3	nuclear receptor binding SET domain protein 3	Approved	WHSC1L1	FLJ20353, WHISTLE, KMT3F	8p11.23	AF332469
HGNC:13398	NSDHL	NAD(P) dependent steroid dehydrogenase-like	Approved		XAP104, H105e3, SDR31E1	Xq28	X96621
HGNC:8016	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	Approved		SKD2, SEC18	17q21.31	
HGNC:15912	NSFL1C	NSFL1 cofactor	Approved		dJ776F14.1, p47, UBXD10, UBX1, UBXN2C	20p13	AF112211
HGNC:18790	NSG1	neuronal vesicle trafficking associated 1	Approved		P21, D4S234E, NEEP21	4p16.3	
HGNC:24955	NSG2	neuronal vesicle trafficking associated 2	Approved		HMP19, CALY3	5q35.2	
HGNC:24548	NSL1	NSL1 component of MIS12 kinetochore complex	Approved	C1orf48	DC8, DKFZP566O1646, MIS14	1q32.3	AF255793
HGNC:8017	NSMAF	neutral sphingomyelinase activation associated factor	Approved		FAN, GRAMD5	8q12.1	X96586
HGNC:29897	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component	Approved		NSE1	16p12.1	AF161451
HGNC:26513	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase	Approved	C8orf36	FLJ32440, MMS21, NSE2, ZMIZ7	8q24.13	AK057002
HGNC:7677	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component	Approved	NDNL2	HCA4, MAGEG1, MAGEL3, NSE3	15q13.1	AF490510
HGNC:25935	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component	Approved	C10orf86	FLJ20003, bA500G22.3, NSE4A	10q26.13	AF258584
HGNC:29843	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	Approved	NELF		9q34.3	
HGNC:25305	NSRP1	nuclear speckle splicing regulatory protein 1	Approved	CCDC55	DKFZP434K1421, NSrp70	17q11.2	AL136806
HGNC:25994	NSUN2	NOP2/Sun RNA methyltransferase 2	Approved	MRT5	FLJ20303, TRM4, Misu, SAKI	5p15.31	AK000310
HGNC:26208	NSUN3	NOP2/Sun RNA methyltransferase 3	Approved		FLJ22609	3q11.2	BC020602
HGNC:31802	NSUN4	NOP2/Sun RNA methyltransferase 4	Approved		MGC22960, SHTAP	1p33	AK021577
HGNC:16385	NSUN5	NOP2/Sun RNA methyltransferase 5	Approved	WBSCR20, WBSCR20A	NOL1R, p120(NOL1), FLJ10267, NSUN5A, Ynl022cL	7q11.23	AF420249
HGNC:23529	NSUN6	NOP2/Sun RNA methyltransferase 6	Approved	NOPD1, ARL5B-AS1	FLJ23743	10p12.31	BC035778
HGNC:25857	NSUN7	NOP2/Sun RNA methyltransferase family member 7	Approved		FLJ14001	4p14	BC036568
HGNC:17144	NT5C	5', 3'-nucleotidase, cytosolic	Approved	UMPH2	DNT1, DNT-1, PN-I, cdN, dNT-1	17q25	AF154829
HGNC:17819	NT5C1A	5'-nucleotidase, cytosolic IA	Approved		CN-I, CN-IA, CN1A, CN1, MGC119199, MGC119201	1p34.2	AF331801
HGNC:17818	NT5C1B	5'-nucleotidase, cytosolic IB	Approved		AIRP, CN-IB	2p24.2	AF356185
HGNC:8022	NT5C2	5'-nucleotidase, cytosolic II	Approved	NT5B, SPG45	PNT5, GMP, cN-II, SPG65	10q24.32-q24.33	D38524
HGNC:17820	NT5C3A	5'-nucleotidase, cytosolic IIIA	Approved	NT5C3	UMPH1, PSN1, PN-I, UMPH, P5'N-1, cN-III, p36, POMP, hUMP1	7p14.3	AF312735
HGNC:28300	NT5C3B	5'-nucleotidase, cytosolic IIIB	Approved	NT5C3L	MGC20781, cN-IIIB	17q21.2	
HGNC:21556	NT5DC1	5'-nucleotidase domain containing 1	Approved	NT5C2L1	dJ486I3.1, MGC24302	6q22.1	BC015138
HGNC:25717	NT5DC2	5'-nucleotidase domain containing 2	Approved		FLJ12442	3p21.1	AF131781
HGNC:30826	NT5DC3	5'-nucleotidase domain containing 3	Approved		TU12B1-TY, FLJ11266	12q23.3	AB032786
HGNC:27678	NT5DC4	5'-nucleotidase domain containing 4	Approved			2q14.1	BC041437
HGNC:8021	NT5E	5'-nucleotidase ecto	Approved	NT5	CD73, eN, eNT, CALJA	6q14.3	X55740
HGNC:15769	NT5M	5',3'-nucleotidase, mitochondrial	Approved		dNT-2, dNT2, mdN	17p11.2	AF210652
HGNC:29909	NTAN1	N-terminal asparagine amidase	Approved			16p13.11	AF092440
HGNC:25490	NTAQ1	N-terminal glutamine amidase 1	Approved	C8orf32, WDYHV1	FLJ10204	8q24.13	AK001066
HGNC:8023	NTF3	neurotrophin 3	Approved		NGF2	12p13.31	
HGNC:8024	NTF4	neurotrophin 4	Approved	NTF5	NT-4/5, GLC1O	19q13.33	
HGNC:8028	NTHL1	nth like DNA glycosylase 1	Approved		NTH1, OCTS3	16p13.3	U81285
HGNC:17941	NTM	neurotrimin	Approved		HNT, NTRI, IGLON2, CEPU-1	11q25	AF126426
HGNC:23373	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	Approved	C9orf32, METTL11A	AD-003, HOMT1A, NRMT1, NRMT	9q34.11	AF110776
HGNC:31932	NTMT2	N-terminal Xaa-Pro-Lys N-methyltransferase 2	Approved	C1orf184, METTL11B	HOMT1B	1q24.2	AL445203, CAH72139
HGNC:8029	NTN1	netrin 1	Approved		NTN1L, NET1	17p13.1	U75586
HGNC:8030	NTN3	netrin 3	Approved	NTN2L		16p13.3	U86759
HGNC:13658	NTN4	netrin 4	Approved			12q22	AF119916
HGNC:25208	NTN5	netrin 5	Approved			19q13.33	
HGNC:23319	NTNG1	netrin G1	Approved		KIAA0976, Lmnt1	1p13.3	AB023193
HGNC:14288	NTNG2	netrin G2	Approved	NTNG1	KIAA1857, Lmnt2	9q34.13	AB058760
HGNC:28204	NTPCR	nucleoside-triphosphatase, cancer-related	Approved	C1orf57	MGC13186, HCR-NTPase, THEP1	1q42.2	BC005102
HGNC:8031	NTRK1	neurotrophic receptor tyrosine kinase 1	Approved		TRK, TRKA, MTC	1q23.1	Y09028
HGNC:8032	NTRK2	neurotrophic receptor tyrosine kinase 2	Approved		TRKB	9q21.33	AF410902
HGNC:8033	NTRK3	neurotrophic receptor tyrosine kinase 3	Approved		TRKC	15q25.3	U05012
HGNC:8038	NTS	neurotensin	Approved			12q21.31	
HGNC:8039	NTSR1	neurotensin receptor 1	Approved		NTR	20q13.33	
HGNC:8040	NTSR2	neurotensin receptor 2	Approved		NTR2	2p25.1	Y10148
HGNC:14311	NUAK1	NUAK family kinase 1	Approved		ARK5, KIAA0537	12q23.3	AB011109
HGNC:29558	NUAK2	NUAK family kinase 2	Approved		SNARK, FLJ90349	1q32.1	AK074830
HGNC:17623	NUB1	negative regulator of ubiquitin like proteins 1	Approved		BS4, NYREN18, NUB1L	7q36.1	AF300717
HGNC:8041	NUBP1	NUBP iron-sulfur cluster assembly factor 1, cytosolic	Approved	NBP1	NBP35, CIAO5	16p13.13	U01833
HGNC:8042	NUBP2	NUBP iron-sulfur cluster assembly factor 2, cytosolic	Approved		CFD1, CIAO6	16p13.3	AF118394
HGNC:20278	NUBPL	NUBP iron-sulfur cluster assembly factor, mitochondrial	Approved	C14orf127	FLJ12660, IND1, huInd1	14q12	AK022722
HGNC:8043	NUCB1	nucleobindin 1	Approved		NUC, Calnuc	19q13.33	BC002356
HGNC:8044	NUCB2	nucleobindin 2	Approved		NEFA	11p15.1	AF052642
HGNC:29923	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1	Approved		NUCKS	1q32.1	
HGNC:8045	NUDC	nuclear distribution C, dynein complex regulator	Approved			1p36.11	
HGNC:24306	NUDCD1	NudC domain containing 1	Approved		CML66, FLJ14991	8q23.1	AF283302
HGNC:30535	NUDCD2	NudC domain containing 2	Approved		DKFZp686E10109, NudCL2	5q34	BX538290
HGNC:22208	NUDCD3	NudC domain containing 3	Approved		KIAA1068, NudCL	7p13	BC003691
HGNC:8048	NUDT1	nudix hydrolase 1	Approved	MTH1		7p22.3	D16581
HGNC:8049	NUDT2	nudix hydrolase 2	Approved	APAH1		9p13.3	U30313
HGNC:8050	NUDT3	nudix hydrolase 3	Approved		DIPP	6p21.31	AF062530
HGNC:8051	NUDT4	nudix hydrolase 4	Approved		DIPP2, HDCMB47P, KIAA0487, DIPP2alpha, DIPP2beta	12q22	AF067803
HGNC:18012	NUDT4B	nudix hydrolase 4B	Approved	NUDT4P1		1q21.2	AF311215
HGNC:8052	NUDT5	nudix hydrolase 5	Approved		hYSAH1, YSA1H	10p14	AF155832
HGNC:8053	NUDT6	nudix hydrolase 6	Approved		gfg-1, gfg, FGF2AS, FGF-AS	4q28.1	AF019632
HGNC:8054	NUDT7	nudix hydrolase 7	Approved			16q23.1	AA227330
HGNC:8055	NUDT8	nudix hydrolase 8	Approved		FLJ41567	11q13.2	AI743601
HGNC:8056	NUDT9	nudix hydrolase 9	Approved		MGC3037	4q22.1	AY026252
HGNC:17621	NUDT10	nudix hydrolase 10	Approved		DIPP3a, hDIPP3alpha	Xp11.22	AF469196
HGNC:18011	NUDT11	nudix hydrolase 11	Approved		DIPP3b, FLJ10628, hDIPP3beta	Xp11.22	AK001490
HGNC:18826	NUDT12	nudix hydrolase 12	Approved		DKFZP761I172	5q21.2	AL136592
HGNC:18827	NUDT13	nudix hydrolase 13	Approved		DKFZp586P2219	10q22.2	AL050114
HGNC:20141	NUDT14	nudix hydrolase 14	Approved		UGPP	14q32.33	AB087802
HGNC:23063	NUDT15	nudix hydrolase 15	Approved		MTH2, FLJ10956	13q14.2	
HGNC:26442	NUDT16	nudix hydrolase 16	Approved		FLJ31265	3q22.1	AK055827
HGNC:28154	NUDT16L1	nudix hydrolase 16 like 1	Approved		SDOS, TIRR	16p13.3	BC006223
HGNC:26618	NUDT17	nudix hydrolase 17	Approved		FLJ34433	1q21.1	BC046352
HGNC:26194	NUDT18	nudix hydrolase 18	Approved		FLJ22494, MTH3	8p21.3	
HGNC:32036	NUDT19	nudix hydrolase 19	Approved		RP2	19q13.11	
HGNC:13870	NUDT21	nudix hydrolase 21	Approved	CPSF5	CFIM25	16q13	AJ001810
HGNC:28189	NUDT22	nudix hydrolase 22	Approved		MGC13045	11q13.1	BC006129
HGNC:14621	NUF2	NUF2 component of NDC80 kinetochore complex	Approved	CDCA1	NUF2R, CT106	1q23.3	BG354574
HGNC:8057	NUFIP1	nuclear FMR1 interacting protein 1	Approved		NUFIP, Rsa1	13q14.12	AF159548
HGNC:17634	NUFIP2	nuclear FMR1 interacting protein 2	Approved		KIAA1321, MGC117262, PIG1, 182-FIP, FIP-82, 82-FIP, NUFP2	17q11.2	AB037742
HGNC:33550	NUGGC	nuclear GTPase, germinal center associated	Approved	C8orf80	HMFN0672, SLIP-GC	8p21.1	AB075870
HGNC:8059	NUMA1	nuclear mitotic apparatus protein 1	Approved		NUMA	11q13.4	Z11584
HGNC:8060	NUMB	NUMB endocytic adaptor protein	Approved	C14orf41		14q24.3	L40393
HGNC:8061	NUMBL	NUMB like endocytic adaptor protein	Approved		NUMB-R, CTG3a, CAG3A, TNRC23, NUMBR, NUMBLIKE	19q13.2	AF015401
HGNC:29797	NUP35	nucleoporin 35	Approved		MP44	2q32.1	AF514993
HGNC:29929	NUP37	nucleoporin 37	Approved		MGC5585, FLJ22618	12q23.2	AF514994
HGNC:17010	NUP42	nucleoporin 42	Approved	NUPL2	NLP_1, CG1, hCG1, H_RG271G13.9	7p15.3	U97198
HGNC:21182	NUP43	nucleoporin 43	Approved		bA350J20.1, FLJ13287	6q25.1	AF514997
HGNC:8065	NUP50	nucleoporin 50	Approved	NPAP60L		22q13.31	AF107840
HGNC:17359	NUP54	nucleoporin 54	Approved			4q21.1	AF157322
HGNC:20261	NUP58	nucleoporin 58	Approved	NUPL1	KIAA0410, NUP45	13q12.13	AB007870
HGNC:8066	NUP62	nucleoporin 62	Approved		p62, DKFZp547L134, IBSN, SNDI, MGC841, FLJ20822, FLJ43869	19q13.33	X58521
HGNC:25960	NUP62CL	nucleoporin 62 C-terminal like	Approved		FLJ20130	Xq22.3	AK000137
HGNC:8734	NUP85	nucleoporin 85	Approved		NUP75, FLJ12549	17q25.1	AF514995
HGNC:8067	NUP88	nucleoporin 88	Approved		MGC8530	17p13.2	Y08612
HGNC:28958	NUP93	nucleoporin 93	Approved		KIAA0095	16q13	D42085
HGNC:8068	NUP98	nucleoporin 98 and 96 precursor	Approved		NUP96, Nup98-Nup96, Nup98-96, NUP196	11p15.4	AF071076, AF231130, BC012906, BG773331
HGNC:29914	NUP107	nucleoporin 107	Approved		NUP84	12q15	AK055629
HGNC:18016	NUP133	nucleoporin 133	Approved		FLJ10814	1q42.13	
HGNC:8062	NUP153	nucleoporin 153	Approved		HNUP153	6p22.3	Z25535
HGNC:8063	NUP155	nucleoporin 155	Approved		KIAA0791, N155	5p13.2	AJ007558
HGNC:18017	NUP160	nucleoporin 160	Approved		KIAA0197, FLJ22583	11p11.2	D83781
HGNC:17859	NUP188	nucleoporin 188	Approved	KIAA0169		9q34.11	D79991
HGNC:18658	NUP205	nucleoporin 205	Approved	C7orf14	KIAA0225	7q33	D86978
HGNC:30052	NUP210	nucleoporin 210	Approved		GP210, POM210, FLJ22389, KIAA0906	3p25.1	AB020713
HGNC:29915	NUP210L	nucleoporin 210 like	Approved			1q21.3	AK125924
HGNC:8064	NUP214	nucleoporin 214	Approved		CAIN, CAN, D9S46E, N214	9q34.13	X64228
HGNC:29990	NUPR1	nuclear protein 1, transcriptional regulator	Approved		COM1, p8	16p11.2	AF069073
HGNC:44164	NUPR2	nuclear protein 2, transcriptional regulator	Approved	NUPR1L	P8	7p11.2	
HGNC:21042	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	Approved	C6orf68	MGC7199, NgBR, TANGO14	6q22.1	BC013026
HGNC:18538	NUSAP1	nucleolar and spindle associated protein 1	Approved		FLJ13421, LNP, ANKT, SAPL, BM037, PRO0310p1, Q0310	15q14	AF290612
HGNC:13722	NUTF2	nuclear transport factor 2	Approved		NTF2, PP15	16q22.1	U43939
HGNC:29919	NUTM1	NUT midline carcinoma family member 1	Approved	C15orf55	NUT, DKFZp434O192, FAM22H	15q14	AF482429
HGNC:23438	NUTM2A	NUT family member 2A	Approved	FAM22A		10q23.2	
HGNC:23445	NUTM2B	NUT family member 2B	Approved	FAM22B	bA119F19.1	10q22.3	
HGNC:23447	NUTM2D	NUT family member 2D	Approved	FAM22D		10q23.2	
HGNC:23448	NUTM2E	NUT family member 2E	Approved	FAM22E		10q22.3	
HGNC:23450	NUTM2F	NUT family member 2F	Approved	FAM22F	DKFZp434I1117	9q22.32	
HGNC:23449	NUTM2G	NUT family member 2G	Approved	FAM22G		9q22.33	
HGNC:8070	NVL	nuclear VCP like	Approved		NVL2	1q42.11	U78772
HGNC:27619	NWD1	NACHT and WD repeat domain containing 1	Approved			19p13.11	BX648940
HGNC:29229	NWD2	NACHT and WD repeat domain containing 2	Approved	KIAA1239		4p14	AB033065
HGNC:8071	NXF1	nuclear RNA export factor 1	Approved		TAP, Mex67, DKFZp667O0311	11q12.3	AF112880
